Name,Swimmer_ID,Team,Year,Event,Event_Type,swim_type,Time,Improvement
Allyson Reiter,321874,"University of North Carolina, Chapel Hill",2018,200 Y Breast,Prelims,swim,2:13.54,+0.4%
Allyson Reiter,321874,"University of North Carolina, Chapel Hill",2018,200 Y Breast,Finals,swim,2:13.24,+0.6%
Allyson Reiter,321874,"University of North Carolina, Chapel Hill",2018,200 Y IM,Prelims,swim,2:02.62,+1.4%
Robyn Dryer,232342,"University of North Carolina, Chapel Hill",2018,200 Y Free,Prelims,swim,1:48.63,+0.3%
Robyn Dryer,232342,"University of North Carolina, Chapel Hill",2018,200 Y Free,Timed Finals,swim,INV,NA
Robyn Dryer,232342,"University of North Carolina, Chapel Hill",2018,500 Y Free,Prelims,swim,4:45.55,+0.5%
Robyn Dryer,232342,"University of North Carolina, Chapel Hill",2018,500 Y Free,Finals,swim,4:45.12,+0.6%
Robyn Dryer,232342,"University of North Carolina, Chapel Hill",2018,1650 Y Free,Timed Finals,swim,16:23.20,-0.7%
Susanna LaRochelle,263498,"University of North Carolina, Chapel Hill",2018,200 Y Back,Prelims,swim,1:57.70,+0.6%
Susanna LaRochelle,263498,"University of North Carolina, Chapel Hill",2018,100 Y Fly,Prelims,swim,53.59,+1.0%
Susanna LaRochelle,263498,"University of North Carolina, Chapel Hill",2018,100 Y Fly,Finals,swim,53.50,+1.1%
Susanna LaRochelle,263498,"University of North Carolina, Chapel Hill",2018,200 Y IM,Prelims,swim,1:59.96,+0.8%
Susanna LaRochelle,263498,"University of North Carolina, Chapel Hill",2018,200 Y IM,Finals,swim,1:59.08,+1.5%
Brooke Bauer,179761,"University of North Carolina, Chapel Hill",2018,50 Y Free,Prelims,swim,22.45,-0.5%
Brooke Bauer,179761,"University of North Carolina, Chapel Hill",2018,50 Y Free,Finals,swim,22.41,-0.4%
Brooke Bauer,179761,"University of North Carolina, Chapel Hill",2018,50 Y Free,Timed Finals,swim,22.10,NA
Brooke Bauer,179761,"University of North Carolina, Chapel Hill",2018,50 Y Free,Timed Finals,swim,22.08,NA
Brooke Bauer,179761,"University of North Carolina, Chapel Hill",2018,100 Y Free,Prelims,swim,49.90,-0.4%
Brooke Bauer,179761,"University of North Carolina, Chapel Hill",2018,200 Y Free,Prelims,swim,1:51.40,-0.2%
Sydney Baker,233737,"University of North Carolina, Chapel Hill",2018,200 Y Free,Timed Finals,swim,1:48.62,NA
Sydney Baker,233737,"University of North Carolina, Chapel Hill",2018,200 Y Breast,Prelims,swim,2:16.74,-0.8%
Sydney Baker,233737,"University of North Carolina, Chapel Hill",2018,200 Y IM,Prelims,swim,1:59.62,+1.1%
Sydney Baker,233737,"University of North Carolina, Chapel Hill",2018,200 Y IM,Finals,swim,1:59.60,+1.1%
Sydney Baker,233737,"University of North Carolina, Chapel Hill",2018,400 Y IM,Prelims,swim,4:21.17,-0.4%
Mary Soule,258094,"University of North Carolina, Chapel Hill",2018,200 Y Fly,Prelims,swim,2:00.67,+1.7%
Mary Soule,258094,"University of North Carolina, Chapel Hill",2018,200 Y Fly,Finals,swim,2:00.38,+1.9%
Mary Soule,258094,"University of North Carolina, Chapel Hill",2018,200 Y IM,Prelims,swim,2:02.49,+2.0%
Mary Soule,258094,"University of North Carolina, Chapel Hill",2018,400 Y IM,Prelims,swim,4:17.52,+1.7%
Mary Soule,258094,"University of North Carolina, Chapel Hill",2018,400 Y IM,Finals,swim,4:16.32,+2.1%
Madison Boswell,114945,"University of North Carolina, Chapel Hill",2018,1650 Y Free,Timed Finals,swim,17:12.24,NA
Madison Boswell,114945,"University of North Carolina, Chapel Hill",2018,200 Y Fly,Prelims,swim,2:00.60,+0.4%
Madison Boswell,114945,"University of North Carolina, Chapel Hill",2018,200 Y Fly,Finals,swim,1:59.23,+1.6%
Madison Boswell,114945,"University of North Carolina, Chapel Hill",2018,400 Y IM,Prelims,swim,4:22.14,-0.2%
Emma Cole,322132,"University of North Carolina, Chapel Hill",2018,50 Y Free,Prelims,swim,23.03,-1.1%
Emma Cole,322132,"University of North Carolina, Chapel Hill",2018,100 Y Free,Prelims,swim,51.51,-4.1%
Emma Cole,322132,"University of North Carolina, Chapel Hill",2018,200 Y Free,Timed Finals,swim,INV,NA
Emma Cole,322132,"University of North Carolina, Chapel Hill",2018,50 Y Fly,Timed Finals,swim,23.56,NA
Emma Cole,322132,"University of North Carolina, Chapel Hill",2018,100 Y Fly,Prelims,swim,53.75,+0.1%
Emma Cole,322132,"University of North Carolina, Chapel Hill",2018,100 Y Fly,Finals,swim,53.51,+0.6%
Emma Cole,322132,"University of North Carolina, Chapel Hill",2018,100 Y Fly,Timed Finals,swim,52.71,NA
Emily Slabe,124664,"University of North Carolina, Chapel Hill",2018,100 Y Back,Prelims,swim,53.91,+1.1%
Emily Slabe,124664,"University of North Carolina, Chapel Hill",2018,200 Y Back,Prelims,swim,1:56.60,+0.6%
Emily Slabe,124664,"University of North Carolina, Chapel Hill",2018,200 Y Back,Finals,swim,1:56.75,+0.5%
Emily Slabe,124664,"University of North Carolina, Chapel Hill",2018,400 Y IM,Prelims,swim,4:17.17,+1.3%
Emily Slabe,124664,"University of North Carolina, Chapel Hill",2018,400 Y IM,Finals,swim,4:20.71,-0.0%
Qian Pang,424802,"University of North Carolina, Chapel Hill",2018,1M Diving,Prelims,dive,215.30,NA
Qian Pang,424802,"University of North Carolina, Chapel Hill",2018,10M Diving,Prelims,dive,169.50,NA
Qian Pang,424802,"University of North Carolina, Chapel Hill",2018,3M Diving,Prelims,dive,235.30,NA
Madeline Smith,307703,"University of North Carolina, Chapel Hill",2018,50 Y Free,Prelims,swim,22.70,-1.2%
Madeline Smith,307703,"University of North Carolina, Chapel Hill",2018,50 Y Free,Finals,swim,22.73,-1.4%
Madeline Smith,307703,"University of North Carolina, Chapel Hill",2018,50 Y Free,Timed Finals,swim,22.44,NA
Madeline Smith,307703,"University of North Carolina, Chapel Hill",2018,100 Y Free,Prelims,swim,49.95,-1.6%
Madeline Smith,307703,"University of North Carolina, Chapel Hill",2018,100 Y Free,Timed Finals,swim,49.31,NA
Madeline Smith,307703,"University of North Carolina, Chapel Hill",2018,100 Y Fly,Prelims,swim,55.91,-3.0%
Eireni Moshos,232367,"University of North Carolina, Chapel Hill",2018,200 Y Back,Prelims,swim,2:04.78,-2.0%
Eireni Moshos,232367,"University of North Carolina, Chapel Hill",2018,200 Y IM,Prelims,swim,2:00.14,+2.3%
Eireni Moshos,232367,"University of North Carolina, Chapel Hill",2018,200 Y IM,Finals,swim,2:01.72,+1.0%
Eireni Moshos,232367,"University of North Carolina, Chapel Hill",2018,400 Y IM,Prelims,swim,4:22.92,-0.7%
Kathryn Ford,183874,"University of North Carolina, Chapel Hill",2018,50 Y Free,Prelims,swim,22.92,+0.9%
Kathryn Ford,183874,"University of North Carolina, Chapel Hill",2018,100 Y Back,Prelims,swim,55.14,+0.5%
Kathryn Ford,183874,"University of North Carolina, Chapel Hill",2018,200 Y Back,Prelims,swim,2:00.20,+2.2%
Emma Layton,356107,"University of North Carolina, Chapel Hill",2018,200 Y Free,Timed Finals,swim,1:48.65,+1.3%
Emma Layton,356107,"University of North Carolina, Chapel Hill",2018,500 Y Free,Prelims,swim,4:54.05,+0.9%
Emma Layton,356107,"University of North Carolina, Chapel Hill",2018,1650 Y Free,Timed Finals,swim,17:08.13,+0.1%
Emma Layton,356107,"University of North Carolina, Chapel Hill",2018,400 Y IM,Prelims,swim,4:26.33,-1.0%
Emily Grund,388198,"University of North Carolina, Chapel Hill",2019,1M Diving,Prelims,dive,263.70,NA
Emily Grund,388198,"University of North Carolina, Chapel Hill",2019,1M Diving,Finals,dive,287.55,NA
Emily Grund,388198,"University of North Carolina, Chapel Hill",2019,10M Diving,Prelims,dive,226.05,NA
Emily Grund,388198,"University of North Carolina, Chapel Hill",2019,10M Diving,Finals,dive,242.15,NA
Emily Grund,388198,"University of North Carolina, Chapel Hill",2019,3M Diving,Prelims,dive,261.15,NA
Caroline Hauder,333187,"University of North Carolina, Chapel Hill",2019,100 Y Free,Prelims,swim,48.97,+0.5%
Caroline Hauder,333187,"University of North Carolina, Chapel Hill",2019,100 Y Free,Finals,swim,48.69,+1.0%
Caroline Hauder,333187,"University of North Carolina, Chapel Hill",2019,100 Y Free,Timed Finals,swim,48.72,+1.0%
Caroline Hauder,333187,"University of North Carolina, Chapel Hill",2019,200 Y Free,Timed Finals,swim,1:47.97,+0.4%
Caroline Hauder,333187,"University of North Carolina, Chapel Hill",2019,50 Y Breast,Timed Finals,swim,27.17,NA
Caroline Hauder,333187,"University of North Carolina, Chapel Hill",2019,50 Y Breast,Timed Finals,swim,27.60,NA
Caroline Hauder,333187,"University of North Carolina, Chapel Hill",2019,100 Y Breast,Prelims,swim,1:00.57,+1.2%
Caroline Hauder,333187,"University of North Carolina, Chapel Hill",2019,100 Y Breast,Finals,swim,1:00.99,+0.5%
Caroline Hauder,333187,"University of North Carolina, Chapel Hill",2019,200 Y IM,Prelims,swim,1:58.75,-0.3%
Caroline Hauder,333187,"University of North Carolina, Chapel Hill",2019,200 Y IM,Finals,swim,2:00.67,-1.9%
Bryanna Cameron,236146,"University of North Carolina, Chapel Hill",2019,500 Y Free,Prelims,swim,4:46.69,+0.3%
Bryanna Cameron,236146,"University of North Carolina, Chapel Hill",2019,500 Y Free,Finals,swim,4:46.02,+0.5%
Bryanna Cameron,236146,"University of North Carolina, Chapel Hill",2019,200 Y Fly,Prelims,swim,1:56.62,+0.4%
Bryanna Cameron,236146,"University of North Carolina, Chapel Hill",2019,200 Y Fly,Finals,swim,1:57.92,-0.7%
Bryanna Cameron,236146,"University of North Carolina, Chapel Hill",2019,400 Y IM,Prelims,swim,4:13.63,+0.1%
Bryanna Cameron,236146,"University of North Carolina, Chapel Hill",2019,400 Y IM,Finals,swim,4:12.10,+0.7%
Robyn Dryer,232342,"University of North Carolina, Chapel Hill",2019,200 Y Free,Prelims,swim,1:47.26,+1.7%
Robyn Dryer,232342,"University of North Carolina, Chapel Hill",2019,200 Y Free,Finals,swim,1:47.08,+1.8%
Robyn Dryer,232342,"University of North Carolina, Chapel Hill",2019,200 Y Free,Timed Finals,swim,1:45.93,NA
Robyn Dryer,232342,"University of North Carolina, Chapel Hill",2019,500 Y Free,Prelims,swim,4:46.07,+0.6%
Robyn Dryer,232342,"University of North Carolina, Chapel Hill",2019,500 Y Free,Finals,swim,4:46.73,+0.4%
Robyn Dryer,232342,"University of North Carolina, Chapel Hill",2019,1650 Y Free,Timed Finals,swim,16:15.63,+0.9%
Zhada Fields,185971,"University of North Carolina, Chapel Hill",2019,50 Y Free,Prelims,swim,22.49,+0.4%
Zhada Fields,185971,"University of North Carolina, Chapel Hill",2019,50 Y Free,Finals,swim,22.29,+1.3%
Zhada Fields,185971,"University of North Carolina, Chapel Hill",2019,50 Y Free,Timed Finals,swim,22.46,+0.6%
Zhada Fields,185971,"University of North Carolina, Chapel Hill",2019,100 Y Free,Prelims,swim,49.14,+4.1%
Zhada Fields,185971,"University of North Carolina, Chapel Hill",2019,100 Y Free,Finals,swim,48.90,+4.6%
Zhada Fields,185971,"University of North Carolina, Chapel Hill",2019,100 Y Free,Timed Finals,swim,48.80,NA
Zhada Fields,185971,"University of North Carolina, Chapel Hill",2019,100 Y Free,Timed Finals,swim,48.81,NA
Zhada Fields,185971,"University of North Carolina, Chapel Hill",2019,200 Y Free,Prelims,swim,1:47.43,+2.2%
Zhada Fields,185971,"University of North Carolina, Chapel Hill",2019,200 Y Free,Finals,swim,1:46.38,+3.1%
Zhada Fields,185971,"University of North Carolina, Chapel Hill",2019,200 Y Free,Timed Finals,swim,1:47.65,NA
Lillian Higgs,405048,"University of North Carolina, Chapel Hill",2019,100 Y Breast,Prelims,swim,1:00.35,+1.4%
Lillian Higgs,405048,"University of North Carolina, Chapel Hill",2019,100 Y Breast,Finals,swim,1:00.29,+1.5%
Lillian Higgs,405048,"University of North Carolina, Chapel Hill",2019,100 Y Breast,Timed Finals,swim,59.74,NA
Lillian Higgs,405048,"University of North Carolina, Chapel Hill",2019,200 Y Breast,Prelims,swim,2:11.49,+2.4%
Lillian Higgs,405048,"University of North Carolina, Chapel Hill",2019,200 Y Breast,Finals,swim,2:10.91,+2.8%
Lillian Higgs,405048,"University of North Carolina, Chapel Hill",2019,200 Y IM,Prelims,swim,2:00.99,+1.7%
Maria Lohman,230443,"University of North Carolina, Chapel Hill",2019,1M Diving,Prelims,dive,256.70,NA
Maria Lohman,230443,"University of North Carolina, Chapel Hill",2019,10M Diving,Prelims,dive,202.35,NA
Maria Lohman,230443,"University of North Carolina, Chapel Hill",2019,3M Diving,Prelims,dive,252.00,NA
Grace Countie,401390,"University of North Carolina, Chapel Hill",2019,50 Y Free,Prelims,swim,22.31,+0.6%
Grace Countie,401390,"University of North Carolina, Chapel Hill",2019,50 Y Free,Finals,swim,22.15,+1.3%
Grace Countie,401390,"University of North Carolina, Chapel Hill",2019,50 Y Free,Timed Finals,swim,22.07,NA
Grace Countie,401390,"University of North Carolina, Chapel Hill",2019,100 Y Free,Prelims,swim,49.54,+0.3%
Grace Countie,401390,"University of North Carolina, Chapel Hill",2019,100 Y Free,Finals,swim,49.93,-0.5%
Grace Countie,401390,"University of North Carolina, Chapel Hill",2019,100 Y Free,Timed Finals,swim,48.68,NA
Grace Countie,401390,"University of North Carolina, Chapel Hill",2019,50 Y Back,Timed Finals,swim,23.68,+3.1%
Grace Countie,401390,"University of North Carolina, Chapel Hill",2019,50 Y Back,Timed Finals,swim,24.90,-5.2%
Grace Countie,401390,"University of North Carolina, Chapel Hill",2019,100 Y Back,Prelims,swim,53.67,-1.7%
Grace Countie,401390,"University of North Carolina, Chapel Hill",2019,100 Y Back,Finals,swim,52.56,+0.4%
Grace Countie,401390,"University of North Carolina, Chapel Hill",2019,100 Y Back,Timed Finals,swim,53.47,-1.3%
Allyson Reiter,321874,"University of North Carolina, Chapel Hill",2019,100 Y Breast,Prelims,swim,1:01.65,+0.1%
Allyson Reiter,321874,"University of North Carolina, Chapel Hill",2019,100 Y Breast,Finals,swim,1:01.10,+1.0%
Allyson Reiter,321874,"University of North Carolina, Chapel Hill",2019,200 Y Breast,Prelims,swim,2:13.41,+1.7%
Allyson Reiter,321874,"University of North Carolina, Chapel Hill",2019,200 Y Breast,Finals,swim,2:13.97,+1.2%
Allyson Reiter,321874,"University of North Carolina, Chapel Hill",2019,200 Y IM,Prelims,swim,2:02.11,+1.1%
Mary Soule,258094,"University of North Carolina, Chapel Hill",2019,200 Y Fly,Prelims,swim,2:00.83,+0.0%
Mary Soule,258094,"University of North Carolina, Chapel Hill",2019,200 Y Fly,Finals,swim,2:00.35,+0.4%
Mary Soule,258094,"University of North Carolina, Chapel Hill",2019,200 Y IM,Prelims,swim,2:02.45,+0.3%
Mary Soule,258094,"University of North Carolina, Chapel Hill",2019,400 Y IM,Prelims,swim,4:17.36,+1.3%
Mary Soule,258094,"University of North Carolina, Chapel Hill",2019,400 Y IM,Finals,swim,4:17.16,+1.4%
Brooke Bauer,179761,"University of North Carolina, Chapel Hill",2019,50 Y Free,Timed Finals,swim,22.75,-1.2%
Brooke Bauer,179761,"University of North Carolina, Chapel Hill",2019,50 Y Free,Timed Finals,swim,22.64,-0.1%
Brooke Bauer,179761,"University of North Carolina, Chapel Hill",2019,50 Y Free,Prelims,swim,22.47,+0.7%
Brooke Bauer,179761,"University of North Carolina, Chapel Hill",2019,50 Y Free,Finals,swim,22.47,+0.7%
Brooke Bauer,179761,"University of North Carolina, Chapel Hill",2019,50 Y Free,Timed Finals,swim,22.17,NA
Brooke Bauer,179761,"University of North Carolina, Chapel Hill",2019,50 Y Free,Timed Finals,swim,22.47,NA
Brooke Bauer,179761,"University of North Carolina, Chapel Hill",2019,100 Y Free,Prelims,swim,49.90,-2.3%
Brooke Bauer,179761,"University of North Carolina, Chapel Hill",2019,100 Y Free,Timed Finals,swim,49.46,NA
Brooke Bauer,179761,"University of North Carolina, Chapel Hill",2019,200 Y Free,Prelims,swim,1:50.71,NA
Sophie Lindner,403384,"University of North Carolina, Chapel Hill",2019,200 Y Free,Timed Finals,swim,1:49.26,+3.1%
Sophie Lindner,403384,"University of North Carolina, Chapel Hill",2019,100 Y Back,Prelims,swim,53.69,-0.2%
Sophie Lindner,403384,"University of North Carolina, Chapel Hill",2019,100 Y Back,Finals,swim,53.85,-0.5%
Sophie Lindner,403384,"University of North Carolina, Chapel Hill",2019,200 Y Back,Prelims,swim,1:57.94,-2.2%
Sophie Lindner,403384,"University of North Carolina, Chapel Hill",2019,50 Y Fly,Timed Finals,swim,23.81,NA
Sophie Lindner,403384,"University of North Carolina, Chapel Hill",2019,100 Y Fly,Prelims,swim,53.80,+0.2%
Sophie Lindner,403384,"University of North Carolina, Chapel Hill",2019,100 Y Fly,Finals,swim,53.63,+0.5%
Emma Cole,322132,"University of North Carolina, Chapel Hill",2019,50 Y Free,Prelims,swim,23.03,+3.5%
Emma Cole,322132,"University of North Carolina, Chapel Hill",2019,100 Y Free,Prelims,swim,50.86,+2.4%
Emma Cole,322132,"University of North Carolina, Chapel Hill",2019,50 Y Fly,Timed Finals,swim,23.80,NA
Emma Cole,322132,"University of North Carolina, Chapel Hill",2019,100 Y Fly,Timed Finals,swim,53.72,+1.3%
Emma Cole,322132,"University of North Carolina, Chapel Hill",2019,100 Y Fly,Prelims,swim,53.89,-0.3%
Emma Cole,322132,"University of North Carolina, Chapel Hill",2019,100 Y Fly,Finals,swim,53.99,-0.5%
Emma Cole,322132,"University of North Carolina, Chapel Hill",2019,100 Y Fly,Timed Finals,swim,53.08,NA
Madeline Smith,307703,"University of North Carolina, Chapel Hill",2019,50 Y Free,Timed Finals,swim,22.67,+0.4%
Madeline Smith,307703,"University of North Carolina, Chapel Hill",2019,50 Y Free,Prelims,swim,22.79,+0.6%
Madeline Smith,307703,"University of North Carolina, Chapel Hill",2019,50 Y Free,Finals,swim,22.77,+0.7%
Madeline Smith,307703,"University of North Carolina, Chapel Hill",2019,50 Y Free,Timed Finals,swim,22.36,NA
Madeline Smith,307703,"University of North Carolina, Chapel Hill",2019,100 Y Free,Prelims,swim,49.90,+0.6%
Madeline Smith,307703,"University of North Carolina, Chapel Hill",2019,100 Y Fly,Prelims,swim,55.02,+4.2%
Sabrina Bunar,656892,"University of North Carolina, Chapel Hill",2019,1M Diving,Prelims,dive,187.65,NA
Sabrina Bunar,656892,"University of North Carolina, Chapel Hill",2019,3M Diving,Prelims,dive,235.55,NA
Virginia Marsh,281958,"University of North Carolina, Chapel Hill",2019,100 Y Free,Prelims,swim,49.89,+2.2%
Virginia Marsh,281958,"University of North Carolina, Chapel Hill",2019,200 Y Free,Prelims,swim,1:48.04,+1.6%
Virginia Marsh,281958,"University of North Carolina, Chapel Hill",2019,200 Y Free,Finals,swim,1:49.12,+0.6%
Virginia Marsh,281958,"University of North Carolina, Chapel Hill",2019,200 Y Free,Timed Finals,swim,1:47.44,NA
Virginia Marsh,281958,"University of North Carolina, Chapel Hill",2019,500 Y Free,Prelims,swim,5:04.84,+1.3%
Heidi Lowe,399134,"University of North Carolina, Chapel Hill",2019,50 Y Free,Prelims,swim,22.93,+1.2%
Heidi Lowe,399134,"University of North Carolina, Chapel Hill",2019,100 Y Free,Timed Finals,swim,49.50,+2.2%
Heidi Lowe,399134,"University of North Carolina, Chapel Hill",2019,200 Y Free,Prelims,swim,1:49.25,+0.3%
Heidi Lowe,399134,"University of North Carolina, Chapel Hill",2019,200 Y Back,Prelims,swim,1:59.45,-0.4%
Kathryn Boyer,311501,"University of North Carolina, Chapel Hill",2019,50 Y Free,Timed Finals,swim,23.01,-1.4%
Kathryn Boyer,311501,"University of North Carolina, Chapel Hill",2019,50 Y Free,Prelims,swim,23.12,-1.9%
Kathryn Boyer,311501,"University of North Carolina, Chapel Hill",2019,50 Y Free,Timed Finals,swim,22.37,NA
Kathryn Boyer,311501,"University of North Carolina, Chapel Hill",2019,100 Y Free,Prelims,swim,51.98,-1.6%
Kathryn Boyer,311501,"University of North Carolina, Chapel Hill",2019,100 Y Breast,Prelims,swim,1:03.89,-0.4%
Brooke Perrotta,242578,"University of North Carolina, Chapel Hill",2019,100 Y Breast,Prelims,swim,1:02.63,+2.3%
Brooke Perrotta,242578,"University of North Carolina, Chapel Hill",2019,200 Y Breast,Prelims,swim,2:24.01,-0.5%
Brooke Perrotta,242578,"University of North Carolina, Chapel Hill",2019,100 Y Fly,Timed Finals,swim,56.05,-0.9%
Brooke Perrotta,242578,"University of North Carolina, Chapel Hill",2019,200 Y IM,Prelims,swim,2:02.80,+1.2%
Andi Mack,183690,"University of North Carolina, Chapel Hill",2019,50 Y Free,Prelims,swim,23.98,+0.1%
Andi Mack,183690,"University of North Carolina, Chapel Hill",2019,100 Y Fly,Prelims,swim,56.16,-1.0%
Andi Mack,183690,"University of North Carolina, Chapel Hill",2019,200 Y Fly,Prelims,swim,2:07.22,-0.7%
Taylor Hockenberry,695500,"University of North Carolina, Chapel Hill",2019,1M Diving,Prelims,dive,214.80,NA
Taylor Hockenberry,695500,"University of North Carolina, Chapel Hill",2019,10M Diving,Prelims,dive,152.10,NA
Taylor Hockenberry,695500,"University of North Carolina, Chapel Hill",2019,3M Diving,Prelims,dive,197.55,NA
Caroline Hauder,333187,"University of North Carolina, Chapel Hill",2020,50 Y Free,Timed Finals,swim,21.95,NA
Caroline Hauder,333187,"University of North Carolina, Chapel Hill",2020,100 Y Free,Prelims,swim,48.41,+0.1%
Caroline Hauder,333187,"University of North Carolina, Chapel Hill",2020,100 Y Free,Finals,swim,48.18,+0.6%
Caroline Hauder,333187,"University of North Carolina, Chapel Hill",2020,100 Y Free,Timed Finals,swim,48.15,+0.7%
Caroline Hauder,333187,"University of North Carolina, Chapel Hill",2020,50 Y Breast,Timed Finals,swim,27.13,NA
Caroline Hauder,333187,"University of North Carolina, Chapel Hill",2020,100 Y Breast,Prelims,swim,1:00.16,-1.5%
Caroline Hauder,333187,"University of North Carolina, Chapel Hill",2020,100 Y Breast,Finals,swim,1:00.05,-1.3%
Caroline Hauder,333187,"University of North Carolina, Chapel Hill",2020,100 Y Breast,Timed Finals,swim,58.91,NA
Caroline Hauder,333187,"University of North Carolina, Chapel Hill",2020,200 Y IM,Prelims,swim,1:55.59,+2.4%
Caroline Hauder,333187,"University of North Carolina, Chapel Hill",2020,200 Y IM,Finals,swim,1:57.53,+0.8%
Emily Grund,388198,"University of North Carolina, Chapel Hill",2020,1M Diving (6 dives),Prelims,dive,274.80,NA
Emily Grund,388198,"University of North Carolina, Chapel Hill",2020,1M Diving (6 dives),Finals,dive,268.05,NA
Emily Grund,388198,"University of North Carolina, Chapel Hill",2020,10M Diving (6 dives),Prelims,dive,234.40,NA
Emily Grund,388198,"University of North Carolina, Chapel Hill",2020,10M Diving (6 dives),Finals,dive,238.05,NA
Emily Grund,388198,"University of North Carolina, Chapel Hill",2020,3M Diving (6 dives),Prelims,dive,260.60,NA
Emma Cole,322132,"University of North Carolina, Chapel Hill",2020,50 Y Free,Prelims,swim,22.46,-1.1%
Emma Cole,322132,"University of North Carolina, Chapel Hill",2020,50 Y Free,Finals,swim,22.61,-1.8%
Emma Cole,322132,"University of North Carolina, Chapel Hill",2020,50 Y Free,Timed Finals,swim,21.97,NA
Emma Cole,322132,"University of North Carolina, Chapel Hill",2020,50 Y Free,Timed Finals,swim,22.16,NA
Emma Cole,322132,"University of North Carolina, Chapel Hill",2020,100 Y Free,Prelims,swim,48.67,-0.9%
Emma Cole,322132,"University of North Carolina, Chapel Hill",2020,100 Y Free,Finals,swim,48.78,-1.2%
Emma Cole,322132,"University of North Carolina, Chapel Hill",2020,100 Y Free,Timed Finals,swim,48.67,NA
Emma Cole,322132,"University of North Carolina, Chapel Hill",2020,200 Y Free,Prelims,swim,1:45.94,-0.6%
Emma Cole,322132,"University of North Carolina, Chapel Hill",2020,200 Y Free,Finals,swim,1:46.64,-1.3%
Emma Cole,322132,"University of North Carolina, Chapel Hill",2020,200 Y Free,Timed Finals,swim,1:47.18,-1.8%
Grace Countie,401390,"University of North Carolina, Chapel Hill",2020,50 Y Free,Prelims,swim,22.33,-0.9%
Grace Countie,401390,"University of North Carolina, Chapel Hill",2020,50 Y Free,Finals,swim,22.09,+0.2%
Grace Countie,401390,"University of North Carolina, Chapel Hill",2020,50 Y Free,Timed Finals,swim,22.18,-0.2%
Grace Countie,401390,"University of North Carolina, Chapel Hill",2020,100 Y Free,NA,swim,48.76,-0.2%
Grace Countie,401390,"University of North Carolina, Chapel Hill",2020,100 Y Free,Prelims,swim,49.24,-1.2%
Grace Countie,401390,"University of North Carolina, Chapel Hill",2020,100 Y Free,Finals,swim,48.87,-0.4%
Grace Countie,401390,"University of North Carolina, Chapel Hill",2020,100 Y Free,Timed Finals,swim,48.33,NA
Grace Countie,401390,"University of North Carolina, Chapel Hill",2020,100 Y Free,Timed Finals,swim,49.08,NA
Grace Countie,401390,"University of North Carolina, Chapel Hill",2020,50 Y Back,Timed Finals,swim,24.09,+2.0%
Grace Countie,401390,"University of North Carolina, Chapel Hill",2020,100 Y Back,Prelims,swim,52.23,-1.2%
Grace Countie,401390,"University of North Carolina, Chapel Hill",2020,100 Y Back,Finals,swim,52.34,-1.5%
Sophie Lindner,403384,"University of North Carolina, Chapel Hill",2020,100 Y Free,Timed Finals,swim,48.74,NA
Sophie Lindner,403384,"University of North Carolina, Chapel Hill",2020,200 Y Free,Timed Finals,swim,1:47.59,NA
Sophie Lindner,403384,"University of North Carolina, Chapel Hill",2020,100 Y Back,Prelims,swim,52.41,+1.1%
Sophie Lindner,403384,"University of North Carolina, Chapel Hill",2020,100 Y Back,Finals,swim,52.50,+0.9%
Sophie Lindner,403384,"University of North Carolina, Chapel Hill",2020,100 Y Back,Timed Finals,swim,52.34,+1.2%
Sophie Lindner,403384,"University of North Carolina, Chapel Hill",2020,200 Y Back,Prelims,swim,1:56.10,-2.5%
Sophie Lindner,403384,"University of North Carolina, Chapel Hill",2020,200 Y Back,Finals,swim,1:54.60,-1.1%
Sophie Lindner,403384,"University of North Carolina, Chapel Hill",2020,50 Y Fly,Timed Finals,swim,23.75,NA
Sophie Lindner,403384,"University of North Carolina, Chapel Hill",2020,100 Y Fly,Prelims,swim,53.00,+1.5%
Sophie Lindner,403384,"University of North Carolina, Chapel Hill",2020,100 Y Fly,Finals,swim,53.02,+1.4%
Bryanna Cameron,236146,"University of North Carolina, Chapel Hill",2020,200 Y Free,Timed Finals,swim,1:47.97,NA
Bryanna Cameron,236146,"University of North Carolina, Chapel Hill",2020,500 Y Free,Prelims,swim,4:46.14,+0.4%
Bryanna Cameron,236146,"University of North Carolina, Chapel Hill",2020,500 Y Free,Finals,swim,4:47.07,+0.1%
Bryanna Cameron,236146,"University of North Carolina, Chapel Hill",2020,200 Y Fly,Prelims,swim,1:56.37,-0.3%
Bryanna Cameron,236146,"University of North Carolina, Chapel Hill",2020,200 Y Fly,Finals,swim,1:57.15,-0.9%
Bryanna Cameron,236146,"University of North Carolina, Chapel Hill",2020,400 Y IM,Prelims,swim,4:14.83,-1.2%
Bryanna Cameron,236146,"University of North Carolina, Chapel Hill",2020,400 Y IM,Finals,swim,4:14.03,-0.9%
Lillian Higgs,405048,"University of North Carolina, Chapel Hill",2020,100 Y Breast,Prelims,swim,59.92,+0.2%
Lillian Higgs,405048,"University of North Carolina, Chapel Hill",2020,100 Y Breast,Finals,swim,1:00.15,-0.1%
Lillian Higgs,405048,"University of North Carolina, Chapel Hill",2020,200 Y Breast,Prelims,swim,2:11.24,-0.1%
Lillian Higgs,405048,"University of North Carolina, Chapel Hill",2020,200 Y Breast,Finals,swim,2:10.66,+0.3%
