Name,Swimmer_ID,Team,Year,Event,Event_Type,swim_type,Time,Improvement
Soeren Dahl,302834,North Carolina State University,2017,100 Y Free,Prelims,swim,42.89,+1.8%
Soeren Dahl,302834,North Carolina State University,2017,100 Y Free,Finals,swim,42.89,+1.8%
Soeren Dahl,302834,North Carolina State University,2017,100 Y Free,Timed Finals,swim,41.95,NA
Soeren Dahl,302834,North Carolina State University,2017,100 Y Free,Timed Finals,swim,42.89,NA
Soeren Dahl,302834,North Carolina State University,2017,200 Y Free,Prelims,swim,1:32.94,+1.7%
Soeren Dahl,302834,North Carolina State University,2017,200 Y Free,Finals,swim,1:32.74,+1.9%
Soeren Dahl,302834,North Carolina State University,2017,200 Y Free,Timed Finals,swim,1:31.70,NA
Soeren Dahl,302834,North Carolina State University,2017,50 Y Fly,Timed Finals,swim,20.40,NA
Soeren Dahl,302834,North Carolina State University,2017,200 Y IM,Prelims,swim,1:42.32,+2.0%
Soeren Dahl,302834,North Carolina State University,2017,200 Y IM,Finals,swim,1:42.26,+2.1%
Justin Ress,270202,North Carolina State University,2017,50 Y Free,Timed Finals,swim,18.86,NA
Justin Ress,270202,North Carolina State University,2017,100 Y Free,Timed Finals,swim,42.12,+3.3%
Justin Ress,270202,North Carolina State University,2017,200 Y Free,Prelims,swim,1:33.48,+3.0%
Justin Ress,270202,North Carolina State University,2017,200 Y Free,Finals,swim,1:33.31,+3.2%
Justin Ress,270202,North Carolina State University,2017,200 Y Free,Timed Finals,swim,1:32.05,NA
Justin Ress,270202,North Carolina State University,2017,200 Y Back,Prelims,swim,1:40.26,+2.7%
Justin Ress,270202,North Carolina State University,2017,200 Y Back,Finals,swim,1:40.42,+2.5%
Justin Ress,270202,North Carolina State University,2017,100 Y Fly,Timed Finals,swim,45.38,NA
Justin Ress,270202,North Carolina State University,2017,200 Y IM,Prelims,swim,1:43.23,+4.9%
Justin Ress,270202,North Carolina State University,2017,200 Y IM,Finals,swim,1:43.44,+4.7%
Adam Linker,218910,North Carolina State University,2017,500 Y Free,Prelims,swim,4:14.52,+1.3%
Adam Linker,218910,North Carolina State University,2017,500 Y Free,Finals,swim,4:13.93,+1.6%
Adam Linker,218910,North Carolina State University,2017,1650 Y Free,Timed Finals,swim,14:45.43,+2.1%
Adam Linker,218910,North Carolina State University,2017,400 Y IM,Prelims,swim,3:46.55,+2.4%
Adam Linker,218910,North Carolina State University,2017,400 Y IM,Finals,swim,3:47.45,+2.1%
Hennessey Stuart,151384,North Carolina State University,2017,100 Y Back,Prelims,swim,46.21,+0.8%
Hennessey Stuart,151384,North Carolina State University,2017,100 Y Back,Finals,swim,46.46,+0.2%
Hennessey Stuart,151384,North Carolina State University,2017,200 Y Back,Prelims,swim,1:39.59,+0.4%
Hennessey Stuart,151384,North Carolina State University,2017,200 Y Back,Finals,swim,1:39.47,+0.6%
Hennessey Stuart,151384,North Carolina State University,2017,200 Y IM,Prelims,swim,1:44.59,+1.4%
Hennessey Stuart,151384,North Carolina State University,2017,200 Y IM,Finals,swim,1:44.89,+1.1%
Coleman Stewart,196011,North Carolina State University,2017,50 Y Back,Timed Finals,swim,20.97,+4.2%
Coleman Stewart,196011,North Carolina State University,2017,100 Y Back,Prelims,swim,46.18,-1.3%
Coleman Stewart,196011,North Carolina State University,2017,100 Y Back,Finals,swim,45.99,-0.9%
Coleman Stewart,196011,North Carolina State University,2017,200 Y Back,Prelims,swim,1:42.59,+0.3%
Coleman Stewart,196011,North Carolina State University,2017,200 Y Back,Finals,swim,1:43.28,-0.4%
Coleman Stewart,196011,North Carolina State University,2017,100 Y Fly,Prelims,swim,46.80,+3.2%
Coleman Stewart,196011,North Carolina State University,2017,100 Y Fly,Finals,swim,46.28,+4.2%
Andreas Schiellerup,200020,North Carolina State University,2017,50 Y Free,Prelims,swim,19.44,+2.9%
Andreas Schiellerup,200020,North Carolina State University,2017,50 Y Free,Finals,swim,19.45,+2.8%
Andreas Schiellerup,200020,North Carolina State University,2017,50 Y Free,Timed Finals,swim,19.17,NA
Andreas Schiellerup,200020,North Carolina State University,2017,100 Y Free,Prelims,swim,43.19,+2.1%
Andreas Schiellerup,200020,North Carolina State University,2017,100 Y Free,Finals,swim,42.91,+2.7%
Andreas Schiellerup,200020,North Carolina State University,2017,100 Y Free,Timed Finals,swim,42.42,NA
Andreas Schiellerup,200020,North Carolina State University,2017,100 Y Back,Prelims,swim,45.98,+3.7%
Andreas Schiellerup,200020,North Carolina State University,2017,100 Y Back,Finals,swim,46.19,+3.2%
Scott Johnson,201435,North Carolina State University,2017,50 Y Free,Prelims,swim,19.67,+2.2%
Scott Johnson,201435,North Carolina State University,2017,50 Y Free,Finals,swim,19.66,+2.2%
Scott Johnson,201435,North Carolina State University,2017,100 Y Free,Prelims,swim,43.10,+2.1%
Scott Johnson,201435,North Carolina State University,2017,100 Y Free,Finals,swim,43.51,+1.2%
Scott Johnson,201435,North Carolina State University,2017,200 Y Free,Prelims,swim,1:35.65,+1.1%
Scott Johnson,201435,North Carolina State University,2017,200 Y Free,Finals,swim,1:35.53,+1.3%
Derek Hren,111014,North Carolina State University,2017,50 Y Breast,Timed Finals,swim,23.64,NA
Derek Hren,111014,North Carolina State University,2017,100 Y Breast,Prelims,swim,52.77,+0.7%
Derek Hren,111014,North Carolina State University,2017,100 Y Breast,Finals,swim,52.43,+1.3%
Derek Hren,111014,North Carolina State University,2017,100 Y Breast,Timed Finals,swim,51.91,NA
Derek Hren,111014,North Carolina State University,2017,200 Y Breast,Prelims,swim,1:56.60,+2.0%
Derek Hren,111014,North Carolina State University,2017,200 Y Breast,Finals,swim,1:56.77,+1.9%
Derek Hren,111014,North Carolina State University,2017,200 Y IM,Prelims,swim,1:46.25,+1.6%
Derek Hren,111014,North Carolina State University,2017,200 Y IM,Finals,swim,1:46.37,+1.5%
Joseph Bonk,106624,North Carolina State University,2017,50 Y Free,Prelims,swim,19.70,+2.3%
Joseph Bonk,106624,North Carolina State University,2017,50 Y Free,Finals,swim,19.57,+2.9%
Joseph Bonk,106624,North Carolina State University,2017,50 Y Free,Timed Finals,swim,19.34,NA
Joseph Bonk,106624,North Carolina State University,2017,100 Y Free,Prelims,swim,42.92,+3.2%
Joseph Bonk,106624,North Carolina State University,2017,100 Y Free,Finals,swim,42.96,+3.1%
Joseph Bonk,106624,North Carolina State University,2017,200 Y Free,Prelims,swim,1:36.45,+6.2%
Joseph Bonk,106624,North Carolina State University,2017,200 Y Free,Finals,swim,1:37.20,+5.4%
Matthew O'Donnell,103402,North Carolina State University,2017,500 Y Free,Prelims,swim,4:24.04,+3.7%
Matthew O'Donnell,103402,North Carolina State University,2017,500 Y Free,Finals,swim,4:26.08,+2.9%
Matthew O'Donnell,103402,North Carolina State University,2017,1650 Y Free,Timed Finals,swim,15:17.34,+0.5%
Matthew O'Donnell,103402,North Carolina State University,2017,400 Y IM,Prelims,swim,3:49.54,+1.4%
Matthew O'Donnell,103402,North Carolina State University,2017,400 Y IM,Finals,swim,3:49.17,+1.6%
Daniel Erlenmeyer,271527,North Carolina State University,2017,200 Y Free,Prelims,swim,1:36.73,+2.3%
Daniel Erlenmeyer,271527,North Carolina State University,2017,200 Y Free,Finals,swim,1:37.36,+1.7%
Daniel Erlenmeyer,271527,North Carolina State University,2017,500 Y Free,Prelims,swim,4:19.99,+1.9%
Daniel Erlenmeyer,271527,North Carolina State University,2017,500 Y Free,Finals,swim,4:20.85,+1.6%
Daniel Erlenmeyer,271527,North Carolina State University,2017,1650 Y Free,Timed Finals,swim,15:18.80,+0.1%
James Brady,570108,North Carolina State University,2017,1M Diving,Prelims,dive,258.00,NA
James Brady,570108,North Carolina State University,2017,10M Diving,Prelims,dive,325.35,NA
James Brady,570108,North Carolina State University,2017,10M Diving,Finals,dive,327.65,NA
James Brady,570108,North Carolina State University,2017,3M Diving,Prelims,dive,280.90,NA
James Bretscher,224197,North Carolina State University,2017,100 Y Back,Prelims,swim,48.80,+0.8%
James Bretscher,224197,North Carolina State University,2017,100 Y Fly,Prelims,swim,47.59,+0.8%
James Bretscher,224197,North Carolina State University,2017,100 Y Fly,Finals,swim,47.54,+0.9%
James Bretscher,224197,North Carolina State University,2017,200 Y Fly,Prelims,swim,1:45.53,-0.0%
James Bretscher,224197,North Carolina State University,2017,200 Y Fly,Finals,swim,1:45.41,+0.1%
John McIntyre,377457,North Carolina State University,2017,500 Y Free,Prelims,swim,4:26.46,-2.4%
John McIntyre,377457,North Carolina State University,2017,1650 Y Free,Timed Finals,swim,15:12.83,-1.4%
John McIntyre,377457,North Carolina State University,2017,400 Y IM,Prelims,swim,3:59.63,-3.4%
Charles Mitchell,285655,North Carolina State University,2017,1M Diving,Prelims,dive,276.60,NA
Charles Mitchell,285655,North Carolina State University,2017,10M Diving,Prelims,dive,179.20,NA
Charles Mitchell,285655,North Carolina State University,2017,3M Diving,Prelims,dive,227.55,NA
Mark McGlaughlin,232114,North Carolina State University,2017,50 Y Free,Prelims,swim,20.07,+0.3%
Mark McGlaughlin,232114,North Carolina State University,2017,50 Y Free,Finals,swim,20.23,-0.5%
Mark McGlaughlin,232114,North Carolina State University,2017,100 Y Free,Prelims,swim,44.85,-1.8%
Mark McGlaughlin,232114,North Carolina State University,2017,200 Y Free,Prelims,swim,1:39.22,-2.9%
Anton Ipsen,235304,North Carolina State University,2018,200 Y Free,Timed Finals,swim,1:34.08,NA
Anton Ipsen,235304,North Carolina State University,2018,500 Y Free,Prelims,swim,4:14.67,-0.6%
Anton Ipsen,235304,North Carolina State University,2018,500 Y Free,Finals,swim,4:11.21,+0.8%
Anton Ipsen,235304,North Carolina State University,2018,1650 Y Free,Timed Finals,swim,14:31.21,+0.9%
Anton Ipsen,235304,North Carolina State University,2018,400 Y IM,Prelims,swim,3:44.26,+0.0%
Anton Ipsen,235304,North Carolina State University,2018,400 Y IM,Finals,swim,3:40.48,+1.7%
Ryan Held,292758,North Carolina State University,2018,50 Y Free,Prelims,swim,18.86,+1.0%
Ryan Held,292758,North Carolina State University,2018,50 Y Free,Finals,swim,18.75,+1.6%
Ryan Held,292758,North Carolina State University,2018,50 Y Free,Timed Finals,swim,18.87,+1.0%
Ryan Held,292758,North Carolina State University,2018,100 Y Free,Prelims,swim,42.10,+0.8%
Ryan Held,292758,North Carolina State University,2018,100 Y Free,Finals,swim,41.41,+2.4%
Ryan Held,292758,North Carolina State University,2018,100 Y Free,Timed Finals,swim,41.45,+2.4%
Ryan Held,292758,North Carolina State University,2018,200 Y Free,Timed Finals,swim,1:33.11,NA
Ryan Held,292758,North Carolina State University,2018,100 Y Fly,Prelims,swim,45.28,+1.4%
Ryan Held,292758,North Carolina State University,2018,100 Y Fly,Finals,swim,44.96,+2.1%
Ryan Held,292758,North Carolina State University,2018,100 Y Fly,Timed Finals,swim,44.92,NA
Coleman Stewart,196011,North Carolina State University,2018,50 Y Free,Timed Finals,swim,18.87,NA
Coleman Stewart,196011,North Carolina State University,2018,100 Y Free,Timed Finals,swim,41.66,NA
Coleman Stewart,196011,North Carolina State University,2018,50 Y Back,Timed Finals,swim,20.65,+5.2%
Coleman Stewart,196011,North Carolina State University,2018,100 Y Back,Prelims,swim,44.80,+3.2%
Coleman Stewart,196011,North Carolina State University,2018,100 Y Back,Finals,swim,44.54,+3.8%
Coleman Stewart,196011,North Carolina State University,2018,200 Y Back,Prelims,swim,1:40.65,+1.0%
Coleman Stewart,196011,North Carolina State University,2018,200 Y Back,Finals,swim,1:39.56,+2.1%
Coleman Stewart,196011,North Carolina State University,2018,100 Y Fly,Prelims,swim,45.30,+3.2%
Coleman Stewart,196011,North Carolina State University,2018,100 Y Fly,Finals,swim,45.11,+3.6%
Justin Ress,270202,North Carolina State University,2018,50 Y Free,Prelims,swim,18.96,+2.3%
Justin Ress,270202,North Carolina State University,2018,50 Y Free,Finals,swim,19.00,+2.1%
Justin Ress,270202,North Carolina State University,2018,50 Y Free,Timed Finals,swim,18.41,NA
Justin Ress,270202,North Carolina State University,2018,100 Y Free,Prelims,swim,41.74,+1.6%
Justin Ress,270202,North Carolina State University,2018,100 Y Free,Finals,swim,41.86,+1.3%
Justin Ress,270202,North Carolina State University,2018,100 Y Free,Timed Finals,swim,41.42,NA
Justin Ress,270202,North Carolina State University,2018,100 Y Free,Timed Finals,swim,40.87,NA
Justin Ress,270202,North Carolina State University,2018,200 Y Free,Prelims,swim,1:33.41,+0.5%
Justin Ress,270202,North Carolina State University,2018,200 Y Free,Finals,swim,1:32.66,+1.3%
Justin Ress,270202,North Carolina State University,2018,200 Y Free,Timed Finals,swim,1:32.03,NA
Andreas VAZAIOS,420373,North Carolina State University,2018,200 Y Free,Prelims,swim,1:34.25,-0.6%
Andreas VAZAIOS,420373,North Carolina State University,2018,200 Y Free,Finals,swim,1:34.11,-0.4%
Andreas VAZAIOS,420373,North Carolina State University,2018,200 Y Free,Timed Finals,swim,1:33.70,+2.7%
Andreas VAZAIOS,420373,North Carolina State University,2018,100 Y Back,Timed Finals,swim,45.63,NA
Andreas VAZAIOS,420373,North Carolina State University,2018,200 Y Fly,Prelims,swim,1:41.69,-0.6%
Andreas VAZAIOS,420373,North Carolina State University,2018,200 Y Fly,Finals,swim,1:41.35,-0.3%
Andreas VAZAIOS,420373,North Carolina State University,2018,200 Y IM,Prelims,swim,1:42.62,+1.1%
Andreas VAZAIOS,420373,North Carolina State University,2018,200 Y IM,Finals,swim,1:42.43,+1.3%
Eric Knowles,338923,North Carolina State University,2018,500 Y Free,Prelims,swim,4:15.46,+2.3%
Eric Knowles,338923,North Carolina State University,2018,500 Y Free,Finals,swim,4:15.73,+2.2%
Eric Knowles,338923,North Carolina State University,2018,1650 Y Free,Timed Finals,swim,14:54.56,+2.8%
Eric Knowles,338923,North Carolina State University,2018,400 Y IM,Prelims,swim,3:46.29,+2.5%
Eric Knowles,338923,North Carolina State University,2018,400 Y IM,Finals,swim,3:44.68,+3.2%
Giovanni IZZO,450944,North Carolina State University,2018,50 Y Free,Prelims,swim,19.39,+2.3%
Giovanni IZZO,450944,North Carolina State University,2018,50 Y Free,Finals,swim,19.37,+2.4%
Giovanni IZZO,450944,North Carolina State University,2018,100 Y Free,Prelims,swim,42.86,+3.9%
Giovanni IZZO,450944,North Carolina State University,2018,100 Y Free,Finals,swim,42.69,+4.3%
Giovanni IZZO,450944,North Carolina State University,2018,50 Y Fly,Timed Finals,swim,20.36,NA
Giovanni IZZO,450944,North Carolina State University,2018,100 Y Fly,Prelims,swim,46.26,+3.5%
Giovanni IZZO,450944,North Carolina State University,2018,100 Y Fly,Finals,swim,46.48,+3.0%
James Bretscher,224197,North Carolina State University,2018,100 Y Back,Prelims,swim,46.49,+2.2%
James Bretscher,224197,North Carolina State University,2018,100 Y Back,Finals,swim,48.12,-1.2%
James Bretscher,224197,North Carolina State University,2018,100 Y Fly,Prelims,swim,45.93,+3.6%
James Bretscher,224197,North Carolina State University,2018,100 Y Fly,Finals,swim,46.15,+3.1%
James Bretscher,224197,North Carolina State University,2018,200 Y Fly,Timed Finals,swim,1:41.62,+2.9%
James Bretscher,224197,North Carolina State University,2018,200 Y Fly,Prelims,swim,1:42.61,-1.0%
James Bretscher,224197,North Carolina State University,2018,200 Y Fly,Finals,swim,1:44.04,-2.4%
Jacob Molacek,209143,North Carolina State University,2018,50 Y Free,Prelims,swim,19.55,+0.7%
Jacob Molacek,209143,North Carolina State University,2018,50 Y Free,Finals,swim,19.60,+0.4%
Jacob Molacek,209143,North Carolina State University,2018,50 Y Free,Timed Finals,swim,19.19,NA
Jacob Molacek,209143,North Carolina State University,2018,100 Y Free,Prelims,swim,42.01,+1.6%
Jacob Molacek,209143,North Carolina State University,2018,100 Y Free,Finals,swim,41.89,+1.9%
Jacob Molacek,209143,North Carolina State University,2018,100 Y Free,Timed Finals,swim,41.71,NA
Jacob Molacek,209143,North Carolina State University,2018,50 Y Breast,Timed Finals,swim,23.83,NA
Jacob Molacek,209143,North Carolina State University,2018,100 Y Breast,Prelims,swim,53.42,+0.3%
Jacob Molacek,209143,North Carolina State University,2018,100 Y Breast,Finals,swim,52.88,+1.3%
Jacob Molacek,209143,North Carolina State University,2018,100 Y Breast,Timed Finals,swim,52.27,NA
Hennessey Stuart,151384,North Carolina State University,2018,100 Y Back,Prelims,swim,46.07,+0.8%
Hennessey Stuart,151384,North Carolina State University,2018,100 Y Back,Finals,swim,46.80,-0.8%
Hennessey Stuart,151384,North Carolina State University,2018,200 Y Back,Prelims,swim,1:40.91,-0.6%
Hennessey Stuart,151384,North Carolina State University,2018,200 Y Back,Finals,swim,1:40.82,-0.5%
Hennessey Stuart,151384,North Carolina State University,2018,200 Y IM,Prelims,swim,1:45.28,+1.3%
Hennessey Stuart,151384,North Carolina State University,2018,200 Y IM,Finals,swim,1:46.28,+0.4%
Noah Hensley,196589,Florida State University,2018,100 Y Back,Prelims,swim,46.41,+2.6%
Noah Hensley,196589,Florida State University,2018,100 Y Back,Finals,swim,46.14,+3.2%
Noah Hensley,196589,Florida State University,2018,200 Y Back,Prelims,swim,1:42.84,+1.9%
Noah Hensley,196589,Florida State University,2018,200 Y Back,Finals,swim,1:42.79,+1.9%
Noah Hensley,196589,Florida State University,2018,100 Y Fly,Prelims,swim,46.66,+2.5%
Noah Hensley,196589,Florida State University,2018,100 Y Fly,Finals,swim,46.32,+3.2%
James Brady,570108,North Carolina State University,2018,1M Diving,Prelims,dive,328.45,NA
James Brady,570108,North Carolina State University,2018,1M Diving,Finals,dive,311.75,NA
James Brady,570108,North Carolina State University,2018,10M Diving,Prelims,dive,244.20,NA
James Brady,570108,North Carolina State University,2018,3M Diving,Prelims,dive,369.60,NA
James Brady,570108,North Carolina State University,2018,3M Diving,Finals,dive,402.35,NA
Daniel Erlenmeyer,271527,North Carolina State University,2018,200 Y Free,Prelims,swim,1:35.62,+1.8%
Daniel Erlenmeyer,271527,North Carolina State University,2018,200 Y Free,Finals,swim,1:35.86,+1.6%
Daniel Erlenmeyer,271527,North Carolina State University,2018,500 Y Free,Prelims,swim,4:17.51,+1.6%
Daniel Erlenmeyer,271527,North Carolina State University,2018,500 Y Free,Finals,swim,4:18.05,+1.4%
Daniel Erlenmeyer,271527,North Carolina State University,2018,1650 Y Free,Timed Finals,swim,15:08.26,+2.4%
Jacob Johnson,290585,North Carolina State University,2018,200 Y Free,Prelims,swim,1:35.70,+1.5%
Jacob Johnson,290585,North Carolina State University,2018,200 Y Free,Finals,swim,1:36.31,+0.9%
Jacob Johnson,290585,North Carolina State University,2018,100 Y Back,Prelims,swim,47.26,+2.7%
Jacob Johnson,290585,North Carolina State University,2018,100 Y Back,Finals,swim,49.12,-1.1%
Jacob Johnson,290585,North Carolina State University,2018,200 Y Back,Prelims,swim,1:42.52,+1.7%
Jacob Johnson,290585,North Carolina State University,2018,200 Y Back,Finals,swim,1:42.95,+1.3%
Daniel Graber,230302,North Carolina State University,2018,50 Y Free,Prelims,swim,21.24,+0.3%
Daniel Graber,230302,North Carolina State University,2018,100 Y Breast,Prelims,swim,53.57,+0.6%
Daniel Graber,230302,North Carolina State University,2018,100 Y Breast,Finals,swim,53.02,+1.7%
Daniel Graber,230302,North Carolina State University,2018,200 Y Breast,Prelims,swim,1:55.94,+1.5%
Daniel Graber,230302,North Carolina State University,2018,200 Y Breast,Finals,swim,1:56.15,+1.3%
Gil kiesler,495669,North Carolina State University,2018,200 Y Free,Prelims,swim,1:36.46,+1.6%
Gil kiesler,495669,North Carolina State University,2018,200 Y Free,Finals,swim,1:37.26,+0.8%
Gil kiesler,495669,North Carolina State University,2018,500 Y Free,Prelims,swim,4:17.59,+1.9%
Gil kiesler,495669,North Carolina State University,2018,500 Y Free,Finals,swim,4:17.95,+1.8%
Gil kiesler,495669,North Carolina State University,2018,1650 Y Free,Timed Finals,swim,15:13.32,-0.1%
Matthew O'Donnell,103402,North Carolina State University,2018,500 Y Free,Prelims,swim,4:20.74,+2.3%
Matthew O'Donnell,103402,North Carolina State University,2018,500 Y Free,Finals,swim,4:24.12,+1.0%
Matthew O'Donnell,103402,North Carolina State University,2018,1650 Y Free,Timed Finals,swim,15:14.23,+1.1%
Matthew O'Donnell,103402,North Carolina State University,2018,400 Y IM,Prelims,swim,3:48.11,+2.7%
Matthew O'Donnell,103402,North Carolina State University,2018,400 Y IM,Finals,swim,3:48.65,+2.5%
Cobe Garcia,241120,North Carolina State University,2018,50 Y Free,Prelims,swim,19.56,+2.1%
Cobe Garcia,241120,North Carolina State University,2018,50 Y Free,Finals,swim,19.64,+1.7%
Cobe Garcia,241120,North Carolina State University,2018,50 Y Free,Timed Finals,swim,19.09,NA
Cobe Garcia,241120,North Carolina State University,2018,100 Y Free,Prelims,swim,43.25,+3.4%
Cobe Garcia,241120,North Carolina State University,2018,100 Y Free,Finals,swim,43.58,+2.7%
Cobe Garcia,241120,North Carolina State University,2018,200 Y Free,Prelims,swim,1:36.63,+2.3%
John Gray,705095,North Carolina State University,2018,1M Diving,Prelims,dive,267.05,NA
John Gray,705095,North Carolina State University,2018,10M Diving,Prelims,dive,225.60,NA
John Gray,705095,North Carolina State University,2018,3M Diving,Prelims,dive,311.40,NA
Tyler Rice,200611,North Carolina State University,2018,50 Y Free,Prelims,swim,19.94,+2.0%
Tyler Rice,200611,North Carolina State University,2018,50 Y Free,Finals,swim,20.02,+1.6%
Tyler Rice,200611,North Carolina State University,2018,100 Y Free,Prelims,swim,43.65,+1.8%
Tyler Rice,200611,North Carolina State University,2018,100 Y Free,Finals,swim,43.62,+1.9%
Tyler Rice,200611,North Carolina State University,2018,200 Y Free,Prelims,swim,1:36.40,+0.7%
Tyler Rice,200611,North Carolina State University,2018,200 Y Free,Finals,swim,1:37.95,-0.9%
Stewart Spanbauer,424608,North Carolina State University,2018,1M Diving,Prelims,dive,248.00,NA
Stewart Spanbauer,424608,North Carolina State University,2018,10M Diving,Prelims,dive,215.45,NA
Stewart Spanbauer,424608,North Carolina State University,2018,3M Diving,Prelims,dive,261.35,NA
Coleman Stewart,196011,North Carolina State University,2019,50 Y Free,Timed Finals,swim,18.85,NA
Coleman Stewart,196011,North Carolina State University,2019,100 Y Free,Timed Finals,swim,42.67,-0.3%
Coleman Stewart,196011,North Carolina State University,2019,50 Y Back,Timed Finals,swim,20.75,+1.7%
Coleman Stewart,196011,North Carolina State University,2019,100 Y Back,Prelims,swim,44.44,+1.3%
Coleman Stewart,196011,North Carolina State University,2019,100 Y Back,Finals,swim,44.44,+1.3%
Coleman Stewart,196011,North Carolina State University,2019,100 Y Back,Timed Finals,swim,44.36,+1.5%
Coleman Stewart,196011,North Carolina State University,2019,200 Y Back,Prelims,swim,1:41.13,-1.1%
Coleman Stewart,196011,North Carolina State University,2019,200 Y Back,Finals,swim,1:39.10,+1.0%
Coleman Stewart,196011,North Carolina State University,2019,100 Y Fly,Prelims,swim,45.18,+0.6%
Coleman Stewart,196011,North Carolina State University,2019,100 Y Fly,Finals,swim,45.09,+0.8%
Eric Knowles,338923,North Carolina State University,2019,500 Y Free,Prelims,swim,4:13.79,+2.1%
Eric Knowles,338923,North Carolina State University,2019,500 Y Free,Finals,swim,4:12.13,+2.8%
Eric Knowles,338923,North Carolina State University,2019,1650 Y Free,Timed Finals,swim,14:46.85,+1.5%
Eric Knowles,338923,North Carolina State University,2019,400 Y IM,Prelims,swim,3:42.91,+2.7%
Eric Knowles,338923,North Carolina State University,2019,400 Y IM,Finals,swim,3:42.09,+3.1%
Andreas VAZAIOS,420373,North Carolina State University,2019,100 Y Free,Timed Finals,swim,42.77,NA
Andreas VAZAIOS,420373,North Carolina State University,2019,200 Y Free,Prelims,swim,1:34.06,-0.6%
Andreas VAZAIOS,420373,North Carolina State University,2019,200 Y Free,Finals,swim,1:33.72,-0.2%
Andreas VAZAIOS,420373,North Carolina State University,2019,200 Y Free,Timed Finals,swim,1:33.50,+1.6%
Andreas VAZAIOS,420373,North Carolina State University,2019,200 Y Fly,Prelims,swim,1:41.74,+0.1%
Andreas VAZAIOS,420373,North Carolina State University,2019,200 Y Fly,Finals,swim,1:41.03,+0.8%
Andreas VAZAIOS,420373,North Carolina State University,2019,200 Y IM,Prelims,swim,1:42.39,+0.0%
Andreas VAZAIOS,420373,North Carolina State University,2019,200 Y IM,Finals,swim,1:41.30,+1.1%
Justin Ress,270202,North Carolina State University,2019,50 Y Free,Prelims,swim,19.14,+1.2%
Justin Ress,270202,North Carolina State University,2019,50 Y Free,Finals,swim,19.29,+0.5%
Justin Ress,270202,North Carolina State University,2019,50 Y Free,Timed Finals,swim,18.54,NA
Justin Ress,270202,North Carolina State University,2019,50 Y Free,Timed Finals,swim,18.64,NA
Justin Ress,270202,North Carolina State University,2019,100 Y Free,Prelims,swim,42.25,+1.1%
Justin Ress,270202,North Carolina State University,2019,100 Y Free,Finals,swim,42.41,+0.8%
Justin Ress,270202,North Carolina State University,2019,100 Y Free,Timed Finals,swim,40.81,NA
Justin Ress,270202,North Carolina State University,2019,200 Y Free,Prelims,swim,1:34.43,NA
Justin Ress,270202,North Carolina State University,2019,200 Y Free,Finals,swim,1:34.74,NA
Justin Ress,270202,North Carolina State University,2019,200 Y Free,Timed Finals,swim,1:33.71,NA
Noah Hensley,196589,Florida State University,2019,200 Y Free,Timed Finals,swim,1:34.00,NA
Noah Hensley,196589,Florida State University,2019,100 Y Back,Prelims,swim,45.50,+2.5%
Noah Hensley,196589,Florida State University,2019,100 Y Back,Finals,swim,45.49,+2.5%
Noah Hensley,196589,Florida State University,2019,200 Y Back,Prelims,swim,1:41.30,+3.7%
Noah Hensley,196589,Florida State University,2019,200 Y Back,Finals,swim,1:41.83,+3.2%
Noah Hensley,196589,Florida State University,2019,100 Y Fly,Prelims,swim,45.79,+2.5%
Noah Hensley,196589,Florida State University,2019,100 Y Fly,Finals,swim,45.33,+3.5%
John McIntyre,377457,North Carolina State University,2019,500 Y Free,Prelims,swim,4:17.73,+0.9%
John McIntyre,377457,North Carolina State University,2019,500 Y Free,Finals,swim,4:15.62,+1.8%
John McIntyre,377457,North Carolina State University,2019,1650 Y Free,Timed Finals,swim,14:41.73,+3.0%
John McIntyre,377457,North Carolina State University,2019,400 Y IM,Prelims,swim,3:47.51,+1.7%
John McIntyre,377457,North Carolina State University,2019,400 Y IM,Finals,swim,3:45.27,+2.7%
Nyls Korstanje,508726,North Carolina State University,2019,50 Y Free,Prelims,swim,19.31,-0.1%
Nyls Korstanje,508726,North Carolina State University,2019,50 Y Free,Finals,swim,19.37,-0.4%
Nyls Korstanje,508726,North Carolina State University,2019,50 Y Free,Timed Finals,swim,19.36,-0.4%
Nyls Korstanje,508726,North Carolina State University,2019,100 Y Free,Prelims,swim,42.65,+0.7%
Nyls Korstanje,508726,North Carolina State University,2019,100 Y Free,Finals,swim,42.86,+0.2%
Nyls Korstanje,508726,North Carolina State University,2019,50 Y Fly,Timed Finals,swim,19.81,NA
Nyls Korstanje,508726,North Carolina State University,2019,100 Y Fly,Prelims,swim,46.07,+0.9%
Nyls Korstanje,508726,North Carolina State University,2019,100 Y Fly,Finals,swim,45.62,+1.9%
Nyls Korstanje,508726,North Carolina State University,2019,100 Y Fly,Timed Finals,swim,44.94,NA
James Brady,570108,North Carolina State University,2019,1M Diving,Prelims,dive,270.80,NA
James Brady,570108,North Carolina State University,2019,10M Diving,Prelims,dive,354.80,NA
James Brady,570108,North Carolina State University,2019,10M Diving,Finals,dive,376.60,NA
James Brady,570108,North Carolina State University,2019,3M Diving,Prelims,dive,324.80,NA
James Bretscher,224197,North Carolina State University,2019,100 Y Back,Prelims,swim,46.68,+4.8%
James Bretscher,224197,North Carolina State University,2019,100 Y Back,Finals,swim,46.60,+5.0%
James Bretscher,224197,North Carolina State University,2019,100 Y Fly,Prelims,swim,45.72,+3.9%
